product_id,name,description,category,material,occasion
PRD-1349,Summit Parka,"This on-trend parka is crafted from premium Gore-Tex for a look that works just as well for weddings and other special events. It's built to be airy and tough, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and articulated seams for freedom of movement, giving you both form and function in one piece.",Outerwear,Gore-Tex,Wedding
PRD-1350,Alpine Tote Bag,"This on-trend tote bag is crafted from premium Silicone for a look that works just as well on hiking trails and outdoor excursions. It's built to be cozy and rugged, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and a reinforced toe cap, giving you both form and function in one piece.",Accessories,Silicone,Outdoor
PRD-1351,Trailblazer Vest,"Designed for those who want chic looks without sacrificing performance, this Nylon vest is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a reinforced toe cap. It also features a quick-release buckle for added versatility.",Outerwear,Nylon,Casual
PRD-1352,Drift Windbreaker,"Designed for those who want stylish looks without sacrificing performance, this Nylon windbreaker is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to reinforced stitching. It also features a hidden interior pocket for added versatility.",Outerwear,Nylon,Business
PRD-1353,Ridgeline Backpack,"Designed for those who want elegant looks without sacrificing performance, this Nylon backpack is waterproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to moisture-wicking lining. It also features reinforced stitching for added versatility.",Accessories,Nylon,Casual
PRD-1354,Voyager Trail Runner,"A wardrobe staple, this trail runner pairs sleek styling with a flexible feel you'll want to wear all day. Made from Rubber, it's engineered to be reinforced season after season. Thoughtful details like adjustable straps and a quick-release buckle make it ideal for weddings and other special events.",Footwear,Rubber,Wedding
PRD-1355,Alpine Bomber Jacket,"A wardrobe staple, this bomber jacket pairs modern styling with a flexible feel you'll want to wear all day. Made from Gore-Tex, it's engineered to be hard-wearing season after season. Thoughtful details like a reinforced toe cap and moisture-wicking lining make it ideal for weddings and other special events.",Outerwear,Gore-Tex,Wedding
PRD-1356,Metro Vest,"This on-trend vest is crafted from premium Wool for a look that works just as well on hiking trails and outdoor excursions. It's built to be lightweight and long-lasting, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and double-stitched seams, giving you both form and function in one piece.",Outerwear,Wool,Outdoor
PRD-1357,Drift Blouse,"This on-trend blouse is crafted from premium Cotton for a look that works just as well during workouts and high-intensity activity. It's built to be breathable and durable, so it holds up to daily wear without losing its shape. The design includes a hidden interior pocket and a slim, tapered fit, giving you both form and function in one piece.",Tops,Cotton,Activewear
PRD-1358,Alpine Loafer,"Designed for those who want stylish looks without sacrificing performance, this Leather loafer is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to adjustable straps. It also features double-stitched seams for added versatility.",Footwear,Leather,Outdoor
PRD-1359,Alpine Jeans,"A wardrobe staple, this jeans pairs stylish styling with a cozy feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be long-lasting season after season. Thoughtful details like reflective trim for low-light visibility and double-stitched seams make it ideal for weddings and other special events.",Bottoms,Cotton Twill,Wedding
PRD-1360,Trailblazer Wallet,"This chic wallet is crafted from premium Wool for a look that works just as well for a relaxed, everyday look. It's built to be comfortable and long-lasting, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and moisture-wicking lining, giving you both form and function in one piece.",Accessories,Wool,Casual
PRD-1361,Summit Henley,"A wardrobe staple, this henley pairs on-trend styling with a comfortable feel you'll want to wear all day. Made from Cotton, it's engineered to be long-lasting season after season. Thoughtful details like a hidden interior pocket and reflective trim for low-light visibility make it ideal during workouts and high-intensity activity.",Tops,Cotton,Activewear
PRD-1362,Horizon Backpack,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this water-resistant backpack keeps you covered. The Canvas construction is both flexible and hard-wearing, and a relaxed, roomy fit adds a practical touch. Finished with a taped, seam-sealed construction, it's a sleek choice for almost any setting.",Accessories,Canvas,Outdoor
PRD-1363,Trailblazer Sneaker,"A wardrobe staple, this sneaker pairs elegant styling with a breathable feel you'll want to wear all day. Made from Leather, it's engineered to be long-lasting season after season. Thoughtful details like eco-friendly recycled materials and double-stitched seams make it ideal on hiking trails and outdoor excursions.",Footwear,Leather,Outdoor
PRD-1364,Urban Joggers,"Designed for those who want chic looks without sacrificing performance, this Wool Blend joggers is water-resistant and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a reinforced toe cap. It also features a hidden interior pocket for added versatility.",Bottoms,Wool Blend,Business
PRD-1365,Vantage Button-Down Shirt,"Whether you're headed out for a relaxed, everyday look or just running errands, this insulated button-down shirt keeps you covered. The Cotton construction is both flexible and durable, and a slim, tapered fit adds a practical touch. Finished with a quick-release buckle, it's a chic choice for almost any setting.",Tops,Cotton,Casual
PRD-1366,Vantage Anorak,"Whether you're headed out for formal occasions and the office or just running errands, this quick-drying anorak keeps you covered. The Down Fill construction is both breathable and sturdy, and moisture-wicking lining adds a practical touch. Finished with a brushed interior finish, it's a on-trend choice for almost any setting.",Outerwear,Down Fill,Formal
